DTW	DistanceNormalization	FeatureNormalization	Clustering	Feature	Newick
DTW-I	by-sum	none	WPGMC	LFCC	(((((((((((((((((Swedish:3.272382,Norwegian:3.272382):-0.010153,Icelandic:3.262228):-0.093294,English:3.168934):-0.208478,Dutch:2.960456):-0.051552,Afrikaans:2.908904):0.260393,German:3.169297):0.252308,(((((((((((((((Spanish:2.779641,Galician:2.779641):-0.080132,Portuguese:2.699508):0.056853,Italian:2.756362):-0.086068,Welsh:2.670294):-0.097739,((((((((Serbian:2.097134,Bosnian:2.097134):0.148727,Croatian:2.245861):0.125234,Macedonian:2.371094):0.008611,Ukrainian:2.379706):-0.134966,Russian:2.244740):0.300422,Polish:2.545162):0.015586,Slovak:2.560748):-0.039645,Czech:2.521104):0.051452):-0.015732,(Lithuanian:2.691103,Latvian:2.691103):-0.134279):0.066309,Armenian:2.623132):0.173275,Sinhala:2.796408):-0.007219,Persian:2.789188):0.134731,Nepali:2.923919):-0.132578,Urdu:2.791341):-0.027180,Hindi:2.764161):0.208666,Bengali:2.972827):0.033285,Gujarati:3.006112):-0.133073,Marathi:2.873038):0.548567):-0.216343,Bulgarian:3.205262):0.077823,Romanian:3.283085):0.084687,Catalan:3.367772):0.049454,French:3.417227):0.161739,Albanian:3.578966):-0.140517,Pashto:3.438449):0.292461,Greek:3.730910):0.023773,Slovenian:3.754683):0.233186,Danish:3.987869):0.164249,Irish:4.152119);
DTW-I	by-sum	none	Ward	LFCC	(((((((((((Sinhala:3.243702,Armenian:3.243702):0.115643,Persian:3.359345):0.220954,Icelandic:3.580298):0.249261,Albanian:3.829560):0.076808,Pashto:3.906368):0.893641,Irish:4.800009):0.274671,(((((Welsh:2.982648,Italian:2.982648):0.354092,Romanian:3.336740):0.649565,French:3.986305):0.203527,Greek:4.189832):0.316698,(Lithuanian:2.691103,Latvian:2.691103):1.815427):0.568150):0.456220,(((Spanish:2.779641,Galician:2.779641):0.337483,Portuguese:3.117124):0.592716,Catalan:3.709840):1.821061):0.967118,(((Swedish:3.272382,Norwegian:3.272382):0.793043,Danish:4.065425):0.629878,((German:3.682268,English:3.682268):0.237589,(Dutch:3.273385,Afrikaans:3.273385):0.646472):0.775446):1.802716):0.566949,(((Nepali:3.167655,Bengali:3.167655):0.550390,(Urdu:3.078623,Hindi:3.078623):0.639422):0.493265,(Marathi:3.259031,Gujarati:3.259031):0.952279):2.853658):0.710392,((((Macedonian:2.744065,Bulgarian:2.744065):0.501841,((Serbian:2.097134,Bosnian:2.097134):0.496163,Croatian:2.593297):0.652609):0.571565,Slovenian:3.817470):0.200523,(((Ukrainian:2.563025,Russian:2.563025):0.506108,Polish:3.069132):0.409309,(Slovak:2.916707,Czech:2.916707):0.561734):0.539552):3.757367);
DTW-I	by-sum	none	NJ	LFCC	((Icelandic:1.71270,((English:1.77105,((Swedish:1.42434,Norwegian:1.84804)Inner5:0.17564,Danish:2.07011)Inner15:0.10011)Inner26:0.06975,(German:1.84699,(Dutch:1.53649,Afrikaans:1.73690)Inner6:0.19978)Inner27:0.06481)Inner28:0.08830)Inner29:0.16254,((((Lithuanian:1.07755,Latvian:1.61355)Inner7:0.35523,(((Ukrainian:1.23062,Russian:1.33240)Inner13:0.15216,(Polish:1.44726,(Slovak:1.47379,Czech:1.44292)Inner8:0.18756)Inner19:0.07248)Inner21:0.04896,(Slovenian:1.93115,((Macedonian:1.29148,Bulgarian:1.45258)Inner12:0.08496,(Croatian:1.29568,(Serbian:1.12308,Bosnian:0.97405)Inner4:0.13417)Inner9:0.16160)Inner18:0.08269)Inner20:0.05319)Inner22:0.20429)Inner33:0.11735,(Greek:2.14155,Armenian:1.54742)Inner37:0.02736)Inner38:0.01746,((Nepali:1.43515,(((Urdu:1.39306,Hindi:1.68556)Inner2:0.16212,(Marathi:1.63237,Gujarati:1.62667)Inner1:0.30207)Inner10:0.10203,Bengali:1.75317)Inner16:0.04257)Inner17:0.29629,((Persian:1.56903,Pashto:1.93832)Inner24:0.11491,(Sinhala:1.45949,Albanian:1.83743)Inner23:0.14656)Inner34:0.05806)Inner35:0.08240)Inner39:0.01691,((Welsh:1.33810,Irish:2.41352)Inner32:0.12791,((Romanian:1.73499,Italian:1.34752)Inner25:0.11271,(French:2.04879,((Portuguese:1.50019,(Spanish:1.27357,Galician:1.50607)Inner3:0.14434)Inner11:0.08878,Catalan:1.88715)Inner14:0.19868)Inner30:0.03025)Inner31:0.14214)Inner36:0.02900)Inner40:0.00000;
DTW-I	by-sum	none	Single	logFBank	(((((((((((((((((((((Sinhala:11.519668,Nepali:11.519668):0.153312,Urdu:11.672980):0.144551,Bengali:11.817531):0.173691,Albanian:11.991222):0.117437,Hindi:12.108659):0.156014,(((((Spanish:10.715386,Portuguese:10.715386):0.010953,Galician:10.726340):1.076729,Italian:11.803068):0.009608,(Welsh:11.754582,Armenian:11.754582):0.058094):0.201282,Romanian:12.013958):0.250715):0.177462,(((((Slovak:11.135504,Czech:11.135504):0.018616,((((((Serbian:7.783540,Bosnian:7.783540):1.119715,Croatian:8.903255):1.010257,Macedonian:9.913512):0.174213,Ukrainian:10.087725):0.115962,Russian:10.203686):0.361471,Polish:10.565157):0.588963):0.076465,Bulgarian:11.230585):0.075715,(Lithuanian:10.908648,Latvian:10.908648):0.397653):0.750436,Slovenian:12.056736):0.385399):0.030965,Gujarati:12.473101):0.024884,English:12.497984):0.039085,Persian:12.537069):0.138896,Pashto:12.675964):0.042632,Icelandic:12.718597):0.089326,(Dutch:11.856538,Afrikaans:11.856538):0.951385):0.000818,Marathi:12.808741):0.013625,(Swedish:12.182191,Norwegian:12.182191):0.640175):0.125551,Catalan:12.947917):0.107797,German:13.055714):0.228765,Greek:13.284479):0.156976,French:13.441455):0.143207,Irish:13.584662):0.161780,Danish:13.746442);
DTW-I	by-sum	none	Complete	logFBank	((((((Spanish:10.715386,Portuguese:10.715386):0.798708,Galician:11.514094):2.558780,Catalan:14.072874):4.401241,Irish:18.474115):0.441955,(((Swedish:12.182191,Norwegian:12.182191):2.737851,Danish:14.920041):1.295232,(((Icelandic:13.334766,English:13.334766):0.520092,German:13.854858):0.615634,(Dutch:11.856538,Afrikaans:11.856538):2.613954):1.744782):2.700796):0.144277,(((((Romanian:12.013958,Italian:12.013958):3.760829,Greek:15.774787):0.765633,((((((Welsh:11.754582,Armenian:11.754582):0.860810,(Sinhala:11.519668,Nepali:11.519668):1.095724):0.236330,Persian:12.851722):0.829691,Pashto:13.681413):0.577105,Albanian:14.258518):1.494252,French:15.752770):0.787650):0.340815,((((((((Serbian:7.783540,Bosnian:7.783540):1.429914,Croatian:9.213454):1.972597,Macedonian:11.186051):0.875067,Bulgarian:12.061118):0.751499,((Ukrainian:10.203686,Russian:10.203686):1.238572,Polish:11.442258):1.370358):1.249976,(Slovak:11.135504,Czech:11.135504):2.927088):0.278055,Slovenian:14.340647):1.377146,(Lithuanian:10.908648,Latvian:10.908648):4.809145):1.163443):1.223438,(((Urdu:12.108659,Hindi:12.108659):2.180070,Bengali:14.288730):0.457234,(Marathi:12.910710,Gujarati:12.910710):1.835254):3.358710):0.955673);
DTW-I	by-sum	none	UPGMA	logFBank	((((((((((Spanish:10.715386,Portuguese:10.715386):0.404831,Galician:11.120217):2.404509,Catalan:13.524725):0.309268,(Romanian:12.013958,Italian:12.013958):1.820035):0.861212,French:14.695206):0.372496,(((((((Welsh:11.754582,Armenian:11.754582):0.657826,(Sinhala:11.519668,Nepali:11.519668):0.892740):0.305584,Persian:12.717992):0.463997,Icelandic:13.181990):0.365405,Pashto:13.547395):0.132947,Albanian:13.680341):0.459606,(((((((((Serbian:7.783540,Bosnian:7.783540):1.274815,Croatian:9.058354):1.364946,Macedonian:10.423300):0.675154,(Ukrainian:10.203686,Russian:10.203686):0.894768):0.218735,Polish:11.317189):0.730798,Bulgarian:12.047987):0.450510,(Slovak:11.135504,Czech:11.135504):1.362993):0.777533,Slovenian:13.276030):0.291422,(Lithuanian:10.908648,Latvian:10.908648):2.658804):0.572496):0.927754):0.479383,(((Swedish:12.182191,Norwegian:12.182191):2.451231,Danish:14.633422):0.182063,(((Dutch:11.856538,Afrikaans:11.856538):1.424529,English:13.281067):0.414066,German:13.695133):1.120352):0.731600):0.342263,Greek:15.889348):0.289685,(((Marathi:12.910710,Gujarati:12.910710):1.077170,(Urdu:12.108659,Hindi:12.108659):1.879220):0.222661,Bengali:14.210540):1.968493):0.586476,Irish:16.765509);
DTW-I	by-sum	none	WPGMA	logFBank	((((((((((((((Serbian:7.783540,Bosnian:7.783540):1.274815,Croatian:9.058354):1.555634,Macedonian:10.613988):0.863811,Bulgarian:11.477799):0.622051,((Ukrainian:10.203686,Russian:10.203686):0.916131,Polish:11.119817):0.980033):0.556582,(Slovak:11.135504,Czech:11.135504):1.520928):1.095693,Slovenian:13.752125):0.538268,(Lithuanian:10.908648,Latvian:10.908648):3.381746):0.794323,(((((Welsh:11.754582,Armenian:11.754582):0.657826,(Sinhala:11.519668,Nepali:11.519668):0.892740):0.305584,Persian:12.717992):0.595241,Pashto:13.313233):0.555257,Albanian:13.868491):1.216225):0.620329,((((Swedish:12.182191,Norwegian:12.182191):1.212480,Icelandic:13.394671):0.796058,Danish:14.190729):0.388300,(((Dutch:11.856538,Afrikaans:11.856538):1.424529,English:13.281067):0.380081,German:13.661148):0.917881):1.126015):0.534590,((((Romanian:12.013958,Italian:12.013958):1.606009,((Spanish:10.715386,Portuguese:10.715386):0.404831,Galician:11.120217):2.499751):0.568347,Catalan:14.188315):1.085546,French:15.273860):0.965774):0.163192,Greek:16.402826):0.492871,(((Marathi:12.910710,Gujarati:12.910710):1.077170,(Urdu:12.108659,Hindi:12.108659):1.879220):0.222661,Bengali:14.210540):2.685157):0.750499,Irish:17.646196);
DTW-I	by-sum	none	UPGMC	logFBank	((((((((((((((((((((((((Spanish:10.715386,Portuguese:10.715386):-0.962977,Galician:9.752409):-0.096747,(((((((((((((((((Serbian:7.783540,Bosnian:7.783540):0.397656,Croatian:8.181196):0.982649,Macedonian:9.163845):0.000650,Ukrainian:9.164496):-0.069174,Russian:9.095322):-0.002932,Polish:9.092390):0.484326,Slovak:9.576717):0.265891,Bulgarian:9.842608):0.145211,Lithuanian:9.987819):0.214637,Czech:10.202456):0.164632,Welsh:10.367089):-0.008112,Armenian:10.358977):0.072372,Sinhala:10.431350):-0.171707,Nepali:10.259642):0.105888,Italian:10.365531):0.157058,Persian:10.522589):0.142959,Slovenian:10.665548):-1.009886):1.179125,Icelandic:10.834787):0.434172,English:11.268959):0.017285,Albanian:11.286244):-0.009223,Latvian:11.277021):0.087161,Dutch:11.364182):0.049722,Swedish:11.413904):0.071780,Urdu:11.485685):-0.082970,Pashto:11.402715):0.280140,German:11.682854):-0.015086,Afrikaans:11.667768):0.097929,Romanian:11.765697):0.304662,French:12.070359):0.029799,Bengali:12.100158):0.094963,Greek:12.195122):0.242638,Danish:12.437760):0.299381,Marathi:12.737141):-0.090142,Hindi:12.646999):-0.139649,Gujarati:12.507350):0.502943,Norwegian:13.010293):0.112125,Irish:13.122418):0.038142,Catalan:13.160560);
DTW-I	by-sum	none	WPGMC	logFBank	(((((((((((((((Urdu:12.108659,Hindi:12.108659):0.157498,Gujarati:12.266157):-0.875985,Marathi:11.390172):0.737872,Bengali:12.128044):0.444569,((((((((((Sinhala:11.519668,Nepali:11.519668):-1.376160,((((((((Spanish:10.715386,Portuguese:10.715386):-0.962977,Galician:9.752409):1.101604,Italian:10.854014):-0.456499,Welsh:10.397515):-0.213078,((((((((Serbian:7.783540,Bosnian:7.783540):0.397656,Croatian:8.181196):1.236145,Macedonian:9.417341):0.079301,Ukrainian:9.496642):-0.565372,Russian:8.931270):0.508525,Polish:9.439795):0.244506,Slovak:9.684301):0.221890,Czech:9.906191):0.278246):-0.179952,Armenian:10.004484):0.178061,Lithuanian:10.182546):0.048911,Latvian:10.231457):-0.087949):0.191314,Persian:10.334822):0.878319,Icelandic:11.213141):-0.064338,Swedish:11.148803):-0.003660,Norwegian:11.145143):0.630354,English:11.775497):-0.706051,Dutch:11.069446):-0.571258,Afrikaans:10.498188):1.348318,German:11.846506):0.726107):-0.806069,Albanian:11.766544):0.053759,Pashto:11.820303):1.296408,Bulgarian:13.116711):-0.729898,Slovenian:12.386813):1.294053,Romanian:13.680866):-0.476712,Greek:13.204154):0.258459,French:13.462613):0.180461,Catalan:13.643074):1.144154,Danish:14.787228):-0.563924,Irish:14.223304);
DTW-I	by-sum	none	Ward	logFBank	(((((((((Spanish:10.715386,Portuguese:10.715386):0.545726,Galician:11.261112):3.377407,Catalan:14.638520):1.225548,French:15.864068):2.016618,((Romanian:12.013958,Italian:12.013958):3.560036,Greek:15.573994):2.306691):2.501295,(((((Sinhala:11.519668,Nepali:11.519668):1.326833,Albanian:12.846502):0.929289,Pashto:13.775791):0.625303,((Welsh:11.754582,Armenian:11.754582):1.228859,Persian:12.983441):1.417652):1.978563,Irish:16.379657):4.002324):4.473146,(((Swedish:12.182191,Norwegian:12.182191):3.185210,Danish:15.367401):1.525676,(((Icelandic:13.334766,English:13.334766):0.495173,German:13.829939):0.807946,(Dutch:11.856538,Afrikaans:11.856538):2.781348):2.255191):7.962051):1.522672,(((Urdu:12.108659,Hindi:12.108659):2.457990,Bengali:14.566649):0.814761,(Marathi:12.910710,Gujarati:12.910710):2.470700):10.996389):4.585907,((((((((Serbian:7.783540,Bosnian:7.783540):1.663292,Croatian:9.446831):1.776541,Macedonian:11.223372):1.473688,Bulgarian:12.697060):0.965537,((Ukrainian:10.203686,Russian:10.203686):1.211245,Polish:11.414931):2.247665):0.818135,Slovenian:14.480732):0.769579,(Slovak:11.135504,Czech:11.135504):4.114806):2.304696,(Lithuanian:10.908648,Latvian:10.908648):6.646359):13.408699);
DTW-I	by-sum	none	NJ	logFBank	(((Icelandic:6.04655,((Swedish:5.35384,Norwegian:6.82835)Inner2:1.19866,Danish:7.34366)Inner23:0.20809)Inner25:0.35415,(English:6.40209,(German:6.94455,(Dutch:5.62003,Afrikaans:6.23651)Inner5:0.89028)Inner24:0.13649)Inner26:0.25565)Inner27:0.70172,((Greek:8.11175,Armenian:5.77461)Inner36:0.19613,(((Lithuanian:4.65212,Latvian:6.25653)Inner9:1.37577,(Slovenian:7.22960,((Polish:5.38831,(Slovak:5.43482,Czech:5.70069)Inner8:0.80949)Inner17:0.28805,((Ukrainian:4.92387,Russian:5.27981)Inner13:0.57414,((Macedonian:5.33149,Bulgarian:5.89909)Inner14:0.25251,(Croatian:4.60960,(Serbian:4.37176,Bosnian:3.41178)Inner1:0.55698)Inner7:0.77252)Inner16:0.31832)Inner20:0.10294)Inner21:0.17792)Inner22:0.52036)Inner28:0.61506,(Persian:6.51302,((Nepali:4.73307,(((Urdu:5.44121,Hindi:6.66745)Inner4:0.64380,(Marathi:6.42226,Gujarati:6.48845)Inner3:0.83440)Inner11:0.23779,Bengali:6.97881)Inner15:0.24287)Inner19:0.99160,(Pashto:7.09988,(Sinhala:5.26669,Albanian:6.72453)Inner30:0.37175)Inner33:0.16287)Inner34:0.14506)Inner35:0.14605)Inner37:0.11567)Inner39:0.09809,((Welsh:5.20154,Irish:8.38312)Inner32:0.40211,(French:7.64515,((Romanian:6.82332,Italian:5.19064)Inner18:0.64553,((Portuguese:5.45022,(Spanish:5.01984,Galician:5.70650)Inner6:0.30135)Inner10:0.22154,Catalan:7.75298)Inner12:0.72534)Inner29:0.23475)Inner31:0.51585)Inner38:0.10425)Inner40:0.00000;
DTW-I	by-sum	none	Single	LPCC	((((((((((((Dutch:0.667639,Afrikaans:0.667639):0.019788,((Swedish:0.593937,Norwegian:0.593937):0.043809,Danish:0.637745):0.049682):0.002417,((((((((Slovak:0.566866,Czech:0.566866):0.030354,((((Serbian:0.420541,Bosnian:0.420541):0.033018,Croatian:0.453559):0.062651,Macedonian:0.516210):0.015551,Bulgarian:0.531762):0.065458):0.000652,(Ukrainian:0.592729,Russian:0.592729):0.005143):0.037028,Slovenian:0.634900):0.024205,Polish:0.659106):0.002327,((((((((Nepali:0.545834,Hindi:0.545834):0.002361,Urdu:0.548195):0.025844,Sinhala:0.574038):0.003926,Gujarati:0.577965):0.005598,Bengali:0.583562):0.016052,Marathi:0.599615):0.016707,Albanian:0.616322):0.030454,(((((Spanish:0.488589,Galician:0.488589):0.064106,Italian:0.552694):0.038954,Romanian:0.591648):0.020597,Catalan:0.612245):0.002211,Welsh:0.614456):0.032320):0.014657):0.012364,French:0.673797):0.010902,Portuguese:0.684699):0.005146):0.001892,Pashto:0.691737):0.000285,Armenian:0.692023):0.005437,Icelandic:0.697459):0.000874,Persian:0.698333):0.007397,English:0.705730):0.004313,German:0.710043):0.060124,Irish:0.770167):0.003073,(Lithuanian:0.698936,Latvian:0.698936):0.074304):0.048857,Greek:0.822097);
DTW-I	by-sum	none	Complete	LPCC	(((((((((((Spanish:0.488589,Galician:0.488589):0.101729,Italian:0.590318):0.076738,Catalan:0.667056):0.134887,Romanian:0.801942):0.040238,Portuguese:0.842180):0.118717,French:0.960897):0.059637,(((Persian:0.732619,Pashto:0.732619):0.088973,((Sinhala:0.616322,Albanian:0.616322):0.072363,Welsh:0.688685):0.132906):0.081585,(((Marathi:0.599615,Gujarati:0.599615):0.111887,((Nepali:0.545834,Hindi:0.545834):0.019365,Urdu:0.565199):0.146302):0.061461,Bengali:0.772962):0.130214):0.117358):0.040250,Greek:1.060785):0.086669,Irish:1.147454):0.032969,((((((Dutch:0.667639,Afrikaans:0.667639):0.066531,English:0.734170):0.097126,German:0.831296):0.038924,(Icelandic:0.763188,Armenian:0.763188):0.107031):0.087349,((Swedish:0.593937,Norwegian:0.593937):0.050133,Danish:0.644070):0.313499):0.144192,((((Ukrainian:0.592729,Russian:0.592729):0.091285,(Slovak:0.566866,Czech:0.566866):0.117148):0.048539,Polish:0.732552):0.091163,(((Macedonian:0.531762,Bulgarian:0.531762):0.073714,((Serbian:0.420541,Bosnian:0.420541):0.047150,Croatian:0.467691):0.137785):0.119277,Slovenian:0.724753):0.098962):0.278045):0.078663):0.225115,(Lithuanian:0.698936,Latvian:0.698936):0.706602);
DTW-I	by-sum	none	UPGMA	LPCC	(((((((((((Sinhala:0.616322,Albanian:0.616322):0.051409,Welsh:0.667731):0.057646,Armenian:0.725376):0.028316,(((Marathi:0.599615,Gujarati:0.599615):0.041222,((Nepali:0.545834,Hindi:0.545834):0.010863,Urdu:0.556697):0.084139):0.054041,Bengali:0.694878):0.058815):0.045197,(Persian:0.732619,Pashto:0.732619):0.066271):0.035222,(((((Spanish:0.488589,Galician:0.488589):0.082917,Italian:0.571506):0.069831,Catalan:0.641337):0.083220,Romanian:0.724556):0.032577,Portuguese:0.757134):0.076978):0.020462,(((((Ukrainian:0.592729,Russian:0.592729):0.039231,((Macedonian:0.531762,Bulgarian:0.531762):0.034988,((Serbian:0.420541,Bosnian:0.420541):0.040084,Croatian:0.460625):0.106124):0.065211):0.018115,(Slovak:0.566866,Czech:0.566866):0.083209):0.046524,Slovenian:0.696599):0.038796,Polish:0.735395):0.119179):0.052502,(((((Swedish:0.593937,Norwegian:0.593937):0.046971,Danish:0.640908):0.102325,Icelandic:0.743232):0.025456,((Dutch:0.667639,Afrikaans:0.667639):0.052311,English:0.719950):0.048739):0.059496,German:0.828185):0.078891):0.016990,French:0.924066):0.076975,Irish:1.001041):0.036124,((Lithuanian:0.698936,Latvian:0.698936):0.263646,Greek:0.962582):0.074583);
DTW-I	by-sum	none	WPGMA	LPCC	(((((((((((Spanish:0.488589,Galician:0.488589):0.082917,Italian:0.571506):0.070674,Catalan:0.642180):0.094782,Romanian:0.736962):0.067992,Portuguese:0.804954):0.093838,French:0.898793):0.020852,(((Persian:0.732619,Pashto:0.732619):0.026303,(((Sinhala:0.616322,Albanian:0.616322):0.051409,Welsh:0.667731):0.049307,Armenian:0.717038):0.041884):0.070375,(((Marathi:0.599615,Gujarati:0.599615):0.057596,((Nepali:0.545834,Hindi:0.545834):0.010863,Urdu:0.556697):0.100514):0.051660,Bengali:0.708871):0.120426):0.090348):0.041766,(((((Ukrainian:0.592729,Russian:0.592729):0.044367,((Macedonian:0.531762,Bulgarian:0.531762):0.035513,((Serbian:0.420541,Bosnian:0.420541):0.040084,Croatian:0.460625):0.106650):0.069820):0.019898,(Slovak:0.566866,Czech:0.566866):0.090128):0.052534,Slovenian:0.709528):0.043262,Polish:0.752790):0.208620):0.028869,(((((Dutch:0.667639,Afrikaans:0.667639):0.052311,English:0.719950):0.035287,Icelandic:0.755237):0.011287,((Swedish:0.593937,Norwegian:0.593937):0.046971,Danish:0.640908):0.125616):0.077201,German:0.843725):0.146554):0.069136,((Lithuanian:0.698936,Latvian:0.698936):0.263646,Greek:0.962582):0.096833):0.075705,Irish:1.135120);
DTW-I	by-sum	none	UPGMC	LPCC	((((((((((((((((((((((((((Nepali:0.545834,Hindi:0.545834):-0.060550,Urdu:0.485284):0.054384,Gujarati:0.539667):-0.006792,Marathi:0.532876):0.007086,Sinhala:0.539962):0.034770,Bengali:0.574732):0.009881,Welsh:0.584613):-0.031241,(((Spanish:0.488589,Galician:0.488589):0.028415,Italian:0.517004):0.042133,Catalan:0.559137):-0.005765):-0.022722,(((((((((Serbian:0.420541,Bosnian:0.420541):-0.010649,Croatian:0.409892):0.057320,Macedonian:0.467212):0.032193,Bulgarian:0.499404):0.008211,Ukrainian:0.507616):-0.000548,Czech:0.507068):0.023908,Russian:0.530975):-0.003638,Slovak:0.527338):0.039553,Slovenian:0.566890):-0.036239):0.058108,Albanian:0.588758):0.008885,Armenian:0.597643):0.019188,Persian:0.616831):-0.000837,((Swedish:0.593937,Norwegian:0.593937):-0.025974,Danish:0.567963):0.048031):0.007063,Icelandic:0.623056):0.007828,Romanian:0.630884):0.007828,Afrikaans:0.638712):0.027358,English:0.666070):0.007362,Pashto:0.673433):0.026946,Dutch:0.700378):0.015259,Portuguese:0.715637):0.000259,French:0.715896):0.013482,Polish:0.729378):0.028748,German:0.758126):0.048227,Greek:0.806353):-0.002266,(Lithuanian:0.698936,Latvian:0.698936):0.105151):0.014077,Irish:0.818164);
DTW-I	by-sum	none	WPGMC	LPCC	((((((((((((((((Swedish:0.593937,Norwegian:0.593937):-0.025974,Danish:0.567963):0.086361,Afrikaans:0.654324):-0.052284,English:0.602040):0.022790,Dutch:0.624831):0.002391,Icelandic:0.627221):0.035926,(((((((((((Nepali:0.545834,Hindi:0.545834):-0.060550,Urdu:0.485284):0.081915,Gujarati:0.567198):-0.040751,Marathi:0.526448):0.042544,Sinhala:0.568992):0.012740,Welsh:0.581732):-0.037781,(((Spanish:0.488589,Galician:0.488589):0.028415,Italian:0.517004):0.045236,Catalan:0.562240):-0.018289):0.051112,Albanian:0.595063):0.044694,Armenian:0.639757):-0.014932,Persian:0.624825):0.015943,Pashto:0.640768):0.022379):-0.026724,((((((((((Serbian:0.420541,Bosnian:0.420541):-0.010649,Croatian:0.409892):0.063281,Macedonian:0.473173):0.008684,Bulgarian:0.481857):0.045166,Ukrainian:0.527023):-0.007989,Czech:0.519034):0.000973,Slovak:0.520007):0.045714,Russian:0.565721):0.035576,Polish:0.601297):0.049415,Slovenian:0.650712):-0.014289):0.039630,Romanian:0.676053):0.046416,Portuguese:0.722469):0.055510,French:0.777979):0.042606,Bengali:0.820585):0.043598,Greek:0.864184):-0.073318,(Lithuanian:0.698936,Latvian:0.698936):0.091930):0.073895,German:0.864761):0.116914,Irish:0.981675);
