DTW	DistanceNormalization	FeatureNormalization	Clustering	Feature	Newick
DTW-I	by-max	MMVN	UPGMC	logFBank	(((((((((((((Urdu:5.812459,Hindi:5.812459):-0.592271,((((((((((((Spanish:5.625029,Galician:5.625029):-0.415720,((((((((((((((((Serbian:4.218530,Bosnian:4.218530):0.233558,Croatian:4.452088):0.108809,Lithuanian:4.560897):0.005626,Macedonian:4.566523):0.093479,Polish:4.660002):-0.111543,Ukrainian:4.548459):-0.020613,Russian:4.527846):0.256162,Slovak:4.784008):-0.044318,Czech:4.739691):0.195437,Bulgarian:4.935128):0.233321,Slovenian:5.168449):0.036152,Welsh:5.204601):-0.009339,Armenian:5.195262):0.138825,Italian:5.334087):-0.014529,Latvian:5.319558):0.166788,Persian:5.486346):-0.277037):0.329008,Portuguese:5.538317):0.037126,Sinhala:5.575443):0.070910,Nepali:5.646353):0.002491,Icelandic:5.648844):-0.010526,English:5.638318):0.012853,Dutch:5.651171):-0.010218,Swedish:5.640953):0.051821,Catalan:5.692773):0.056924,Afrikaans:5.749698):0.055838,Romanian:5.805536):-0.585347):0.580601,Bengali:5.800790):0.043941,French:5.844730):0.019121,German:5.863851):0.008031,Gujarati:5.871882):0.029775,Albanian:5.901657):0.003215,Marathi:5.904872):0.057483,Pashto:5.962355):0.139514,Danish:6.101869):-0.028570,Norwegian:6.073299):0.163409,Greek:6.236708):0.100214,Irish:6.336923);
DTW-I	by-max	MMVN	WPGMC	logFBank	(((((((((((((((((Dutch:5.975323,Afrikaans:5.975323):-0.215198,(((((((Urdu:5.812459,Hindi:5.812459):-0.097355,Nepali:5.715104):-0.230265,Gujarati:5.484839):-0.109031,Marathi:5.375808):0.482731,Bengali:5.858539):-0.010371,(((((Spanish:5.625029,Galician:5.625029):-0.318302,((((((((((((Serbian:4.218530,Bosnian:4.218530):0.233558,Croatian:4.452088):0.134754,Lithuanian:4.586842):0.111535,Macedonian:4.698377):0.172833,Polish:4.871210):-0.227954,Ukrainian:4.643257):-0.024426,Russian:4.618831):0.530474,Slovak:5.149305):-0.276093,Czech:4.873212):0.663871,Welsh:5.537083):-0.161988,Armenian:5.375095):0.055101,Persian:5.430196):-0.123469):-0.419171,Italian:4.887556):0.254451,Portuguese:5.142007):0.276408,Catalan:5.418415):0.429752):-0.276017,Sinhala:5.572151):0.187974):-0.487784,English:5.272341):0.552450,Swedish:5.824792):-0.413090,Norwegian:5.411702):0.374023,Icelandic:5.785725):0.320362,Danish:6.106087):0.051631,German:6.157717):0.258470,Latvian:6.416188):-0.086814,Slovenian:6.329374):-0.405987,Bulgarian:5.923387):0.849286,Romanian:6.772673):-0.184734,French:6.587939):0.061516,Albanian:6.649455):0.051741,Pashto:6.701196):0.460606,Greek:7.161802):0.151644,Irish:7.313446);
DTW-I	by-max	MMVN	Ward	logFBank	((((((((Sinhala:6.980437,Albanian:6.980437):0.811672,Pashto:7.792109):0.614454,(Welsh:6.105325,Irish:6.105325):2.301239):0.331658,Greek:8.738222):1.378753,(((((Spanish:5.625029,Galician:5.625029):0.571640,Portuguese:6.196669):0.665172,(Italian:6.184393,Catalan:6.184393):0.677449):0.984160,French:7.846002):0.114944,Romanian:7.960945):2.156029):1.639796,(((((Persian:6.325709,Armenian:6.325709):0.579025,Icelandic:6.904734):0.540037,Danish:7.444771):0.472889,(Swedish:6.112290,Norwegian:6.112290):1.805371):0.620172,(((Dutch:5.975323,Afrikaans:5.975323):0.739146,English:6.714469):0.500023,German:7.214492):1.323341):3.218938):1.200028,(((Nepali:6.302814,Bengali:6.302814):0.810160,(Urdu:5.812459,Hindi:5.812459):1.300515):0.372177,(Marathi:6.200792,Gujarati:6.200792):1.284358):5.471648):1.402230,((((Lithuanian:4.911784,Latvian:4.911784):1.976670,Slovenian:6.888454):0.426821,(((Slovak:5.353760,Polish:5.353760):0.551918,Czech:5.905678):0.732559,(Ukrainian:5.495199,Russian:5.495199):1.143037):0.677039):0.487449,((Macedonian:5.838318,Bulgarian:5.838318):0.703290,((Serbian:4.218530,Bosnian:4.218530):0.922299,Croatian:5.140828):1.400780):1.261116):6.556304);
DTW-I	by-max	MMVN	NJ	logFBank	(((Welsh:2.27543,Irish:3.82989)Inner18:0.44318,((((Swedish:2.83791,Norwegian:3.27438)Inner5:0.55236,Icelandic:3.29111)Inner25:0.03834,Danish:3.80998)Inner27:0.09759,(German:3.57618,(English:3.14897,(Dutch:2.85696,Afrikaans:3.11836)Inner6:0.39851)Inner24:0.08316)Inner26:0.12103)Inner28:0.30226)Inner35:0.10442,((Greek:4.15581,Armenian:2.74515)Inner34:0.13889,((Persian:3.08843,Pashto:3.78483)Inner33:0.21775,((((Urdu:2.86974,Hindi:2.94272)Inner2:0.41049,(Marathi:3.14842,Gujarati:3.05237)Inner3:0.34718)Inner9:0.10265,(Nepali:2.93473,Bengali:3.36809)Inner10:0.06763)Inner11:0.53201,(Sinhala:3.25716,Albanian:3.72327)Inner32:0.23093)Inner36:0.01107)Inner37:0.11690)Inner39:0.01533,((French:3.78752,((Romanian:3.55576,Italian:2.73802)Inner22:0.15792,((Portuguese:2.98285,(Spanish:2.70543,Galician:2.91960)Inner4:0.26306)Inner8:0.19091,Catalan:3.38946)Inner17:0.26248)Inner29:0.08555)Inner30:0.26450,((Lithuanian:1.65712,Latvian:3.25466)Inner23:0.23297,(Slovenian:3.50093,((Polish:2.47190,(Slovak:3.03451,Czech:2.71827)Inner12:0.22481)Inner16:0.14677,((Ukrainian:2.70884,Russian:2.78636)Inner14:0.26284,((Macedonian:2.81403,Bulgarian:3.02429)Inner13:0.09926,(Croatian:2.59397,(Serbian:2.35262,Bosnian:1.86591)Inner1:0.22093)Inner7:0.37260)Inner15:0.17859)Inner19:0.05410)Inner20:0.05349)Inner21:0.28794)Inner31:0.25642)Inner38:0.04543)Inner40:0.00000;
DTW-I	by-max	MMVN	Single	LPCC	((((((((((((((((((((((Spanish:0.243121,Galician:0.243121):0.010754,Italian:0.253875):0.017862,Romanian:0.271737):0.007453,Catalan:0.279190):0.005691,Welsh:0.284881):0.000282,((((((Nepali:0.256610,Hindi:0.256610):0.004182,Urdu:0.260793):0.014119,Gujarati:0.274911):0.004750,Sinhala:0.279662):0.000659,Marathi:0.280321):0.002605,Bengali:0.282926):0.002238):0.002203,French:0.287367):0.008896,Albanian:0.296263):0.007066,Portuguese:0.303329):0.000103,Irish:0.303433):0.000468,((Swedish:0.290512,Norwegian:0.290512):0.007336,Danish:0.297848):0.006053):0.001142,Pashto:0.305043):0.000122,((((((Slovak:0.283095,Czech:0.283095):0.002750,((((Serbian:0.207814,Bosnian:0.207814):0.017818,Croatian:0.225632):0.033897,Macedonian:0.259529):0.008344,Bulgarian:0.267873):0.017972):0.002699,Polish:0.288544):0.000614,Ukrainian:0.289158):0.001355,Slovenian:0.290514):0.000254,Russian:0.290768):0.014398):0.001149,Afrikaans:0.306314):0.000725,Dutch:0.307039):0.008531,Icelandic:0.315571):0.004549,Armenian:0.320120):0.004504,English:0.324624):0.004615,Persian:0.329240):0.004212,German:0.333452):0.005048,(Lithuanian:0.306477,Latvian:0.306477):0.032023):0.000014,Greek:0.338514);
DTW-I	by-max	MMVN	Complete	LPCC	((((((((Persian:0.332275,Pashto:0.332275):0.045135,(((Welsh:0.285164,Sinhala:0.285164):0.014511,Albanian:0.299675):0.032282,Armenian:0.331956):0.045454):0.032287,(((Marathi:0.283197,Gujarati:0.283197):0.048858,((Nepali:0.256610,Hindi:0.256610):0.014662,Urdu:0.271273):0.060783):0.029719,Bengali:0.361775):0.047922):0.028940,((((((Serbian:0.207814,Bosnian:0.207814):0.024963,Croatian:0.232777):0.034824,Macedonian:0.267601):0.029537,Bulgarian:0.297138):0.039580,Slovenian:0.336718):0.014985,(((Slovak:0.283095,Czech:0.283095):0.038430,Polish:0.321526):0.008094,(Ukrainian:0.290768,Russian:0.290768):0.038852):0.022084):0.086934):0.011178,((Romanian:0.371826,French:0.371826):0.043389,((((Spanish:0.243121,Galician:0.243121):0.016989,Italian:0.260110):0.059060,Catalan:0.319169):0.044266,Portuguese:0.363436):0.051779):0.034601):0.024363,Irish:0.474179):0.006732,(((((Dutch:0.307039,Afrikaans:0.307039):0.032851,English:0.339891):0.018452,Icelandic:0.358343):0.023234,German:0.381577):0.014450,((Swedish:0.290512,Norwegian:0.290512):0.025536,Danish:0.316048):0.079979):0.084884):0.067112,((Lithuanian:0.306477,Latvian:0.306477):0.158571,Greek:0.465048):0.082974);
DTW-I	by-max	MMVN	UPGMA	LPCC	(((((((((((Spanish:0.243121,Galician:0.243121):0.013872,Italian:0.256992):0.038897,Catalan:0.295890):0.033184,Portuguese:0.329074):0.012193,Romanian:0.341267):0.024067,French:0.365335):0.009062,(((((Marathi:0.283197,Gujarati:0.283197):0.016248,((Nepali:0.256610,Hindi:0.256610):0.009422,Urdu:0.266033):0.033413):0.030212,Bengali:0.329658):0.011049,(((Welsh:0.285164,Sinhala:0.285164):0.012805,Albanian:0.297969):0.028087,Armenian:0.326055):0.014651):0.023228,(Persian:0.332275,Pashto:0.332275):0.031659):0.010463):0.007007,((((Ukrainian:0.290768,Russian:0.290768):0.014914,((((Serbian:0.207814,Bosnian:0.207814):0.021391,Croatian:0.229205):0.033380,Macedonian:0.262585):0.021542,Bulgarian:0.284127):0.021555):0.009222,((Slovak:0.283095,Czech:0.283095):0.021939,Polish:0.305035):0.009868):0.005101,Slovenian:0.320003):0.061401):0.021018,(((((Swedish:0.290512,Norwegian:0.290512):0.016436,Danish:0.306948):0.039861,Icelandic:0.346809):0.006821,((Dutch:0.307039,Afrikaans:0.307039):0.025218,English:0.332258):0.021372):0.018761,German:0.372391):0.030031):0.020226,Irish:0.422648):0.009807,((Lithuanian:0.306477,Latvian:0.306477):0.095304,Greek:0.401781):0.030673);
DTW-I	by-max	MMVN	WPGMA	LPCC	((((((((Persian:0.332275,Pashto:0.332275):0.014795,(((Welsh:0.285164,Sinhala:0.285164):0.012805,Albanian:0.297969):0.029562,Armenian:0.327531):0.019539):0.029347,(((Marathi:0.283197,Gujarati:0.283197):0.024185,((Nepali:0.256610,Hindi:0.256610):0.009422,Urdu:0.266033):0.041350):0.028889,Bengali:0.336272):0.040145):0.019632,((((Ukrainian:0.290768,Russian:0.290768):0.021327,((((Serbian:0.207814,Bosnian:0.207814):0.021391,Croatian:0.229205):0.034634,Macedonian:0.263839):0.014739,Bulgarian:0.278578):0.033516):0.012612,((Slovak:0.283095,Czech:0.283095):0.021939,Polish:0.305035):0.019671):0.004125,Slovenian:0.328831):0.067218):0.010131,((((((Spanish:0.243121,Galician:0.243121):0.013872,Italian:0.256992):0.034723,Catalan:0.291715):0.043545,Romanian:0.335260):0.021871,Portuguese:0.357131):0.032104,French:0.389235):0.016944):0.021921,(((((Swedish:0.290512,Norwegian:0.290512):0.016436,Danish:0.306948):0.044346,Icelandic:0.351294):0.002331,((Dutch:0.307039,Afrikaans:0.307039):0.025218,English:0.332258):0.021368):0.020442,German:0.374067):0.054033):0.014523,((Lithuanian:0.306477,Latvian:0.306477):0.095304,Greek:0.401781):0.040842):0.015275,Irish:0.457898);
DTW-I	by-max	MMVN	UPGMC	LPCC	(((((((((((((((((((((Marathi:0.283197,Gujarati:0.283197):-0.033322,(((((((Urdu:0.260793,Hindi:0.260793):-0.010767,(((((((Spanish:0.243121,Galician:0.243121):-0.016675,Italian:0.226446):0.025262,Welsh:0.251708):-0.006531,((((((Serbian:0.207814,Bosnian:0.207814):-0.003484,Croatian:0.204330):0.024772,Macedonian:0.229102):0.013061,Bulgarian:0.242163):0.001478,Ukrainian:0.243642):-0.004451,Czech:0.239191):0.005986):0.002160,Sinhala:0.247338):0.002444,Nepali:0.249781):0.005105,Slovenian:0.254886):-0.004860):0.017560,Slovak:0.267586):-0.001239,Russian:0.266346):0.002178,Armenian:0.268524):0.005262,Albanian:0.273786):0.003920,Polish:0.277707):-0.027831):0.032861,Lithuanian:0.282736):0.002078,Persian:0.284814):0.002103,Romanian:0.286917):0.000931,Swedish:0.287848):0.003288,Pashto:0.291137):0.002615,Afrikaans:0.293751):0.000196,Icelandic:0.293948):0.002910,Catalan:0.296858):0.004560,French:0.301418):0.000724,Bengali:0.302142):0.001593,Norwegian:0.303735):0.000343,English:0.304078):-0.001210,Dutch:0.302868):0.002101,Danish:0.304969):0.005917,Portuguese:0.310886):0.016812,German:0.327698):0.004368,Irish:0.332066):0.010272,Greek:0.342338):0.064552,Latvian:0.406889);
DTW-I	by-max	MMVN	WPGMC	LPCC	((((((((((Persian:0.332275,Pashto:0.332275):0.000483,((((((((((((((((Nepali:0.256610,Hindi:0.256610):-0.023504,Urdu:0.233106):0.033795,Gujarati:0.266902):-0.022053,Marathi:0.244848):0.022379,Sinhala:0.267228):0.015454,Albanian:0.282682):-0.004518,Armenian:0.278164):-0.009216,(((((((((Spanish:0.243121,Galician:0.243121):-0.016675,Italian:0.226446):0.025613,Welsh:0.252060):-0.001393,((((Serbian:0.207814,Bosnian:0.207814):-0.003484,Croatian:0.204330):0.027595,Macedonian:0.231925):0.005494,Bulgarian:0.237419):0.013248):-0.014517,Ukrainian:0.236150):0.007285,Czech:0.243435):0.008554,Slovak:0.251989):0.002712,Polish:0.254700):0.017394,Russian:0.272094):-0.003146):0.007597,Slovenian:0.276545):0.017212,Lithuanian:0.293757):0.002668,((Swedish:0.290512,Norwegian:0.290512):-0.019956,Danish:0.270556):0.025869):-0.028082,Icelandic:0.268343):0.013468,Afrikaans:0.281811):-0.012740,Dutch:0.269070):0.009715,English:0.278785):0.032434,German:0.311219):0.021539):-0.015990,Romanian:0.316767):-0.002383,Catalan:0.314385):-0.004352,Portuguese:0.310033):0.023768,French:0.333801):0.036720,Bengali:0.370520):0.004830,Greek:0.375350):0.009025,Irish:0.384375):0.052798,Latvian:0.437173);
DTW-I	by-max	MMVN	Ward	LPCC	((((((((((Welsh:0.285164,Sinhala:0.285164):0.016959,Albanian:0.302123):0.038984,Armenian:0.341107):0.034366,Irish:0.375473):0.027807,(Persian:0.332275,Pashto:0.332275):0.071004):0.132854,(((Marathi:0.283197,Gujarati:0.283197):0.053117,((Nepali:0.256610,Hindi:0.256610):0.012558,Urdu:0.269168):0.067146):0.020081,Bengali:0.356395):0.179739):0.081905,((((((Spanish:0.243121,Galician:0.243121):0.018357,Italian:0.261478):0.054574,Catalan:0.316052):0.042502,Portuguese:0.358553):0.011693,Romanian:0.370246):0.031332,French:0.401578):0.216461):0.031794,((Lithuanian:0.306477,Latvian:0.306477):0.128569,Greek:0.435046):0.214787):0.079547,(((((Dutch:0.307039,Afrikaans:0.307039):0.033323,English:0.340363):0.027012,Icelandic:0.367374):0.015753,German:0.383127):0.044328,((Swedish:0.290512,Norwegian:0.290512):0.021899,Danish:0.312412):0.115043):0.301925):0.083678,(((((Slovak:0.283095,Czech:0.283095):0.029490,Polish:0.312586):0.024385,Slovenian:0.336971):0.019199,(Ukrainian:0.290768,Russian:0.290768):0.065402):0.031404,((Macedonian:0.267873,Bulgarian:0.267873):0.049624,((Serbian:0.207814,Bosnian:0.207814):0.028126,Croatian:0.235940):0.081557):0.070076):0.425484);
DTW-I	by-max	MMVN	NJ	LPCC	(((Welsh:0.10490,Irish:0.19853)Inner31:0.02106,((French:0.19085,((Romanian:0.16445,Italian:0.10729)Inner29:0.00706,(Portuguese:0.18574,((Spanish:0.10712,Galician:0.13600)Inner4:0.01768,Catalan:0.16500)Inner27:0.00624)Inner28:0.01044)Inner30:0.00875)Inner32:0.01730,(((Ukrainian:0.13371,Russian:0.15705)Inner20:0.01015,((Slovenian:0.16045,((Slovak:0.14575,Polish:0.14280)Inner3:0.02074,Czech:0.13729)Inner15:0.00862)Inner21:0.00480,((Macedonian:0.12662,Bulgarian:0.14126)Inner11:0.01096,(Croatian:0.11246,(Serbian:0.10999,Bosnian:0.09782)Inner2:0.01284)Inner7:0.01706)Inner16:0.00977)Inner22:0.00574)Inner23:0.03382,((((Lithuanian:0.09475,Latvian:0.21172)Inner1:0.04868,Greek:0.19987)Inner19:0.02982,Armenian:0.15452)Inner35:0.00128,(Icelandic:0.16969,((Swedish:0.13449,(Norwegian:0.15419,Danish:0.16185)Inner9:0.00167)Inner10:0.02465,((German:0.17779,Dutch:0.15566)Inner8:0.01732,(English:0.16835,Afrikaans:0.15627)Inner13:0.00335)Inner14:0.00980)Inner24:0.00412)Inner25:0.02414)Inner36:0.00579)Inner37:0.00287)Inner38:0.00497)Inner39:0.00122,((((Urdu:0.13162,Hindi:0.12917)Inner5:0.01948,(Marathi:0.13996,Gujarati:0.14324)Inner6:0.01888)Inner17:0.00201,(Nepali:0.10980,Bengali:0.17313)Inner12:0.00740)Inner18:0.03072,(Sinhala:0.13104,Albanian:0.16522)Inner33:0.00724)Inner34:0.00471,(Persian:0.16149,Pashto:0.17079)Inner26:0.02413)Inner40:0.00000;
DTW-I	by-max	MMVN	Single	MFCC	((((((Swedish:0.209629,Norwegian:0.209629):0.000996,(((((((((((((((((((Spanish:0.171563,Galician:0.171563):0.007953,Italian:0.179516):0.003889,Welsh:0.183404):0.001880,Portuguese:0.185284):0.002677,Romanian:0.187961):0.007382,Armenian:0.195343):0.001169,Irish:0.196513):0.002202,Catalan:0.198715):0.001191,French:0.199906):0.000880,((((((Slovak:0.179640,Polish:0.179640):0.003197,((Ukrainian:0.166386,Russian:0.166386):0.004440,(((Serbian:0.126017,Bosnian:0.126017):0.023181,Croatian:0.149197):0.011589,Macedonian:0.160786):0.010040):0.012010):0.001206,Bulgarian:0.184043):0.002521,(Lithuanian:0.165945,Latvian:0.165945):0.020619):0.001174,Czech:0.187738):0.006944,Slovenian:0.194683):0.006104):0.000559,(((Urdu:0.192268,Hindi:0.192268):0.004781,Nepali:0.197049):0.001271,Bengali:0.198319):0.003026):0.000017,Greek:0.201362):0.000963,Sinhala:0.202325):0.000041,Icelandic:0.202366):0.000515,English:0.202881):0.000167,Danish:0.203047):0.003238,(Dutch:0.202317,Afrikaans:0.202317):0.003968):0.000692,Persian:0.206977):0.000346,Pashto:0.207323):0.003302):0.000738,German:0.211363):0.003164,Gujarati:0.214527):0.003397,Marathi:0.217924):0.001077,Albanian:0.219002);
DTW-I	by-max	MMVN	Complete	MFCC	((((((((Persian:0.223305,Pashto:0.223305):0.042946,((Sinhala:0.202423,Armenian:0.202423):0.018315,Albanian:0.220737):0.045513):0.008819,((Romanian:0.245395,Greek:0.245395):0.009748,(Lithuanian:0.165945,Latvian:0.165945):0.089197):0.019927):0.012875,(((((((Serbian:0.126017,Bosnian:0.126017):0.027976,Croatian:0.153993):0.029834,Macedonian:0.183826):0.014993,(Ukrainian:0.166386,Russian:0.166386):0.032433):0.011781,Bulgarian:0.210600):0.017956,((Slovak:0.179640,Polish:0.179640):0.016303,Czech:0.195943):0.032613):0.006962,Slovenian:0.235518):0.052426):0.006449,((((Spanish:0.171563,Galician:0.171563):0.028522,Portuguese:0.200085):0.034790,Catalan:0.234875):0.026374,((Welsh:0.183404,Italian:0.183404):0.017720,French:0.201124):0.060125):0.033145):0.006462,Irish:0.300856):0.017750,(((Nepali:0.198319,Bengali:0.198319):0.034696,(Urdu:0.192268,Hindi:0.192268):0.040747):0.022168,(Marathi:0.217924,Gujarati:0.217924):0.037258):0.063423):0.006181,((((German:0.232881,English:0.232881):0.018269,Danish:0.251149):0.022523,((Dutch:0.202317,Afrikaans:0.202317):0.037069,Icelandic:0.239386):0.034287):0.003478,(Swedish:0.209629,Norwegian:0.209629):0.067522):0.047636);
DTW-I	by-max	MMVN	UPGMA	MFCC	((((((((Swedish:0.209629,Norwegian:0.209629):0.023225,Icelandic:0.232854):0.012021,Danish:0.244874):0.005651,(((Dutch:0.202317,Afrikaans:0.202317):0.023204,English:0.225521):0.011233,German:0.236754):0.013772):0.007092,((((((((Sinhala:0.202423,Armenian:0.202423):0.014109,(((Spanish:0.171563,Galician:0.171563):0.021121,Portuguese:0.192685):0.002611,(Welsh:0.183404,Italian:0.183404):0.011891):0.021236):0.006104,Romanian:0.222636):0.004223,Catalan:0.226859):0.007990,French:0.234849):0.003699,((((((Slovak:0.179640,Polish:0.179640):0.012201,Czech:0.191841):0.005149,((((Serbian:0.126017,Bosnian:0.126017):0.025578,Croatian:0.151595):0.018309,Macedonian:0.169904):0.012624,(Ukrainian:0.166386,Russian:0.166386):0.016142):0.014462):0.007416,Bulgarian:0.204405):0.009929,(Lithuanian:0.165945,Latvian:0.165945):0.048390):0.006611,Slovenian:0.220946):0.017602):0.008193,(Persian:0.223305,Pashto:0.223305):0.023435):0.001784,Greek:0.248525):0.009093):0.007123,((Marathi:0.217924,Gujarati:0.217924):0.017976,((Nepali:0.198319,Bengali:0.198319):0.017425,(Urdu:0.192268,Hindi:0.192268):0.023476):0.020157):0.028840):0.003428,Albanian:0.268169):0.008326,Irish:0.276495);
DTW-I	by-max	MMVN	WPGMA	MFCC	((((((French:0.261249,Catalan:0.261249):0.004989,((((((Sinhala:0.202423,Armenian:0.202423):0.012664,(((Spanish:0.171563,Galician:0.171563):0.021121,Portuguese:0.192685):0.002888,(Welsh:0.183404,Italian:0.183404):0.012168):0.019513):0.006800,Romanian:0.221887):0.014643,Greek:0.236530):0.013090,(Persian:0.223305,Pashto:0.223305):0.026315):0.005459,((((((((Serbian:0.126017,Bosnian:0.126017):0.025578,Croatian:0.151595):0.021790,Macedonian:0.173385):0.012043,(Ukrainian:0.166386,Russian:0.166386):0.019041):0.013058,Bulgarian:0.198486):0.011225,((Slovak:0.179640,Polish:0.179640):0.012201,Czech:0.191841):0.017870):0.009598,(Lithuanian:0.165945,Latvian:0.165945):0.053364):0.010451,Slovenian:0.229760):0.025319):0.011159):0.008454,((((Swedish:0.209629,Norwegian:0.209629):0.023225,Icelandic:0.232854):0.010865,Danish:0.243718):0.006000,(((Dutch:0.202317,Afrikaans:0.202317):0.023204,English:0.225521):0.010265,German:0.235786):0.013933):0.024974):0.008061,((Marathi:0.217924,Gujarati:0.217924):0.017976,((Nepali:0.198319,Bengali:0.198319):0.017425,(Urdu:0.192268,Hindi:0.192268):0.023476):0.020157):0.046853):0.001281,Albanian:0.284035):0.010153,Irish:0.294188);
DTW-I	by-max	MMVN	UPGMC	MFCC	(((((((((((((((((Urdu:0.192268,Hindi:0.192268):-0.013670,(((((((((((Spanish:0.171563,Galician:0.171563):0.001132,Portuguese:0.172695):-0.010999,(((((((((((((Serbian:0.126017,Bosnian:0.126017):0.011885,Croatian:0.137901):0.010742,Macedonian:0.148643):0.003162,Ukrainian:0.151805):-0.003569,Russian:0.148237):0.005803,Lithuanian:0.154040):-0.002216,Polish:0.151824):0.004673,Slovak:0.156497):0.002183,Czech:0.158680):0.002061,Bulgarian:0.160742):0.001541,Welsh:0.162283):0.003224,Italian:0.165507):0.000257,Armenian:0.165764):-0.004068):0.012529,Nepali:0.174225):-0.001669,Sinhala:0.172556):0.005541,Slovenian:0.178097):0.005059,Romanian:0.183156):0.000028,Persian:0.183184):0.003238,Latvian:0.186422):0.001364,Icelandic:0.187786):0.004061,Greek:0.191847):-0.013250):0.013403,English:0.192001):-0.001808,Dutch:0.190193):0.002204,Swedish:0.192397):0.002336,Pashto:0.194733):0.000423,French:0.195157):0.003460,Bengali:0.198617):0.001740,Catalan:0.200358):0.001096,Afrikaans:0.201454):0.000091,German:0.201545):0.001238,Danish:0.202783):0.002574,Albanian:0.205357):0.005730,Norwegian:0.211086):0.004712,Irish:0.215798):0.001679,Marathi:0.217478):0.001520,Gujarati:0.218998);
DTW-I	by-max	MMVN	WPGMC	MFCC	((((((((((((((((((Dutch:0.202317,Afrikaans:0.202317):-0.000495,English:0.201822):-0.000690,German:0.201132):0.003266,Icelandic:0.204397):-0.014072,Swedish:0.190325):-0.002081,Norwegian:0.188244):0.020813,Danish:0.209056):0.008354,Persian:0.217410):-0.013799,(((((((((((((((Lithuanian:0.165945,Latvian:0.165945):0.005400,((((((((Serbian:0.126017,Bosnian:0.126017):0.011885,Croatian:0.137901):0.015182,Macedonian:0.153083):0.001780,Ukrainian:0.154863):-0.009705,Russian:0.145159):0.013101,Polish:0.158260):-0.002286,Slovak:0.155974):0.004102,Czech:0.160076):0.011269):-0.004067,Welsh:0.167277):-0.006172,Italian:0.161105):0.003599,Spanish:0.164704):-0.011513,Galician:0.153191):0.009859,Portuguese:0.163050):0.019137,Armenian:0.182187):-0.001469,Sinhala:0.180718):-0.008114,Nepali:0.172605):0.006864,Urdu:0.179468):-0.010105,Hindi:0.169363):0.024835,Bengali:0.194198):0.007181,Gujarati:0.201379):-0.013516,Marathi:0.187863):0.015749):-0.000072,Romanian:0.203539):0.001705,Greek:0.205244):0.010864,Bulgarian:0.216108):-0.010094,Slovenian:0.206015):0.022556,French:0.228571):-0.006025,Catalan:0.222545):0.016391,Pashto:0.238937):-0.015781,Albanian:0.223156):0.021348,Irish:0.244504);
DTW-I	by-max	MMVN	Ward	MFCC	((((((((((Sinhala:0.202423,Armenian:0.202423):0.018927,Pashto:0.221349):0.002113,Persian:0.223463):0.031002,Albanian:0.254465):0.030110,Irish:0.284574):0.003780,((Lithuanian:0.165945,Latvian:0.165945):0.083609,Greek:0.249554):0.038801):0.056764,((((Spanish:0.171563,Galician:0.171563):0.027848,Portuguese:0.199411):0.039561,Catalan:0.238972):0.028785,(((Welsh:0.183404,Italian:0.183404):0.017690,Romanian:0.201094):0.028957,French:0.230051):0.037706):0.077360):0.067018,(((Icelandic:0.240250,Danish:0.240250):0.013953,(Swedish:0.209629,Norwegian:0.209629):0.044574):0.047045,((German:0.232881,English:0.232881):0.013403,(Dutch:0.202317,Afrikaans:0.202317):0.043967):0.054964):0.110889):0.042014,(((Nepali:0.198319,Bengali:0.198319):0.037191,(Urdu:0.192268,Hindi:0.192268):0.043242):0.035418,(Marathi:0.217924,Gujarati:0.217924):0.053004):0.183221):0.040894,((((((Serbian:0.126017,Bosnian:0.126017):0.033218,Croatian:0.159235):0.022815,Macedonian:0.182050):0.027113,Bulgarian:0.209163):0.027419,Slovenian:0.236582):0.019260,(((Slovak:0.179640,Polish:0.179640):0.016156,Czech:0.195796):0.016923,(Ukrainian:0.166386,Russian:0.166386):0.046333):0.043123):0.239201);
